id,symbol,market,timeframe,direction,entry,stop,target,target_r,stop_pct,mfe_r,mae_r,mae_pct,hrs_first_green,hrs_0.10R,hrs_0.25R,hrs_0.50R,hrs_1.00R,hit_1R,hit_2R,hit_3R,green_then_stopped,final_r,be25_r,be_would_save,be_cuts_winner
6a2afb9a,AVAXUSDT,crypto major,15m,long,6.709410714285715,6.681875000000001,6.7920178571428576,3.0,0.4104,2.4183,-2.4481,1.0047,0.0,0.0,0.0,0.0,0.0,True,True,False,True,-1.0,0.0,True,False
14341a26,DOGEUSDT,crypto major,5m,long,0.0879119642857143,0.08774375000000001,0.08841660714285715,3.0,0.1913,1.4745,-2.0329,0.389,0.0,0.0,0.08333333333333333,0.08333333333333333,3.083333333333333,True,False,False,True,-1.0,0.0,True,False
9598f0d1,DOTUSDT,crypto major,5m,long,0.9815535714285714,0.9788749999999999,0.9895892857142856,3.0,0.2729,1.2867,-2.82,0.7696,0.0,0.0,0.0,0.0,2.9166666666666665,True,False,False,True,-1.0,0.0,True,False
bcffa3ce,XRPUSDT,crypto major,15m,long,1.151814285714286,1.1477000000000002,1.164157142857143,3.0,0.3572,0.4583,-2.2153,0.7913,1.5,1.5,1.5,,,False,False,False,True,-1.0,-1.0,False,False
1535d959,BTCUSDT,crypto major,15m,long,64447.080714285716,64299.245,64890.587857142855,3.0,0.2294,1.4673,-1.3737,0.3151,0.0,0.0,0.75,0.75,1.0,True,False,False,True,-1.0,0.0,True,False
44868a4a,BNBUSDT,crypto major,15m,long,611.0626785714286,609.51875,615.6944642857144,3.0,0.2527,1.2742,-3.7066,0.9365,0.0,0.0,0.0,0.75,0.75,True,False,False,True,-1.0,0.0,True,False
fb0a0619,AVAXUSDT,crypto major,4h,short,6.682285714285714,6.822,6.263142857142857,3.0,2.0908,1.9274,-2.5245,5.2783,0.0,0.0,0.0,0.0,0.0,True,False,False,True,-1.0,0.0,True,False
f6eaa41c,ADAUSDT,crypto major,1h,short,0.16794464285714286,0.1700125,0.16174107142857144,3.0,1.2313,0.6019,-4.3307,5.3323,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,-1.0,False,False
08ec641f,DOGEUSDT,crypto major,1h,short,0.08664625,0.08734374999999998,0.08455375000000001,3.0,0.805,0.7115,-3.5609,2.8665,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,0.0,True,False
effd6ba2,AVAXUSDT,crypto major,1h,short,6.59025,6.6457500000000005,6.42375,3.0,0.8422,2.4189,-3.2568,2.7427,0.0,0.0,0.0,0.0,0.0,True,True,False,True,-1.0,-1.0,False,False
4f2cfc71,LINKUSDT,crypto major,1h,short,7.8893571428571425,7.951499999999999,7.702928571428571,3.0,0.7877,0.6172,-4.146,3.2657,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,-1.0,False,False
6f61722b,DOTUSDT,crypto major,1h,short,0.9635892857142857,0.973125,0.9349821428571429,3.0,0.9896,0.9007,-3.0843,3.0522,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,-1.0,False,False
90221203,XRPUSDT,crypto major,4h,short,1.1383607142857142,1.1579249999999999,1.079667857142857,3.0,1.7186,0.3916,-2.527,4.343,0.0,0.0,0.0,,,False,False,False,True,-1.0,0.0,True,False
7dc43665,SOLUSDT,crypto major,4h,short,67.73142857142858,69.24000000000001,63.2057142857143,3.0,2.2273,0.1932,-2.6506,5.9036,0.0,0.0,,,,False,False,False,True,-1.0,-1.0,False,False
4dcf3d30,BNBUSDT,crypto major,1h,short,603.6923214285715,607.4262500000001,592.4905357142858,3.0,0.6185,-0.2779,-3.6283,2.2441,,,,,,False,False,False,False,-1.0,-1.0,False,False
3d20282a,BNBUSDT,crypto major,2h,short,603.7923214285715,608.1262500000001,590.7905357142857,3.0,0.7178,-1.82,-3.2967,2.3663,,,,,,False,False,False,False,-1.0,-1.0,False,False
805a72b7,BTCUSDT,crypto major,15m,long,65113.420178571425,64735.001249999994,66248.67696428571,3.0,0.5812,4.8512,-0.2997,0.1742,0.0,0.0,0.0,0.25,0.25,True,True,True,False,3.0,3.0,False,False
5d0aeddc,SOLUSDT,crypto major,15m,long,70.03267857142858,69.38875,71.96446428571429,3.0,0.9195,6.5183,-0.175,0.1609,0.0,0.0,0.0,0.0,0.25,True,True,True,False,3.0,3.0,False,False
4ea4a981,ETHUSDT,crypto major,15m,long,1725.4603571428572,1707.8225,1778.3739285714287,3.0,1.0222,5.7949,-0.8958,0.9157,0.0,0.0,0.0,10.5,10.5,True,True,True,False,3.0,0.0,False,True
b408cb27,BNBUSDT,crypto major,15m,long,616.6016071428571,612.71125,628.2726785714285,3.0,0.6309,0.6165,-1.0132,0.6392,0.0,0.0,0.0,5.75,,False,False,False,True,-1.0,0.0,True,False
14779026,ADAUSDT,crypto major,15m,long,0.18511785714285714,0.18162499999999998,0.19559642857142856,3.0,1.8868,0.5102,-1.637,3.0888,0.0,0.0,0.0,0.0,,False,False,False,True,-1.0,0.0,True,False
a9b0d5f9,LINKUSDT,crypto major,15m,long,8.178696428571428,8.092875,8.436160714285714,3.0,1.0493,3.9886,-0.8587,0.9011,0.0,0.0,0.0,6.0,10.5,True,True,True,False,3.0,0.0,False,True
8c8d0338,DOTUSDT,crypto major,15m,long,0.9970178571428572,0.985125,1.0326964285714286,3.0,1.1928,1.1757,-1.0105,1.2054,0.0,0.0,0.0,3.25,5.0,True,False,False,True,-1.0,0.0,True,False
